File	human_alcor2_filtered_0.1_sorted.bed	human_alcor2_filtered_0.2_sorted.bed	human_alcor2_filtered_0.3_sorted.bed	human_alcor2_filtered_0.4_sorted.bed	human_alcor2_filtered_0.5_sorted.bed	human_alcor2_filtered_0.6_sorted.bed	human_alcor2_filtered_0.7_sorted.bed	human_alcor2_filtered_0.8_sorted.bed	human_alcor2_filtered_0.9_sorted.bed	human_alcor2_processed_sorted.bed	human_alcor_filtered_0.1_sorted.bed	human_alcor_filtered_0.2_sorted.bed	human_alcor_filtered_0.3_sorted.bed	human_alcor_filtered_0.4_sorted.bed	human_alcor_filtered_0.5_sorted.bed	human_alcor_filtered_0.6_sorted.bed	human_alcor_filtered_0.7_sorted.bed	human_alcor_filtered_0.8_sorted.bed	human_alcor_filtered_0.9_sorted.bed	human_alcor_processed_sorted.bed	human_dotplot_filtered_0.1_sorted.bed	human_dotplot_filtered_0.2_sorted.bed	human_dotplot_filtered_0.3_sorted.bed	human_dotplot_filtered_0.4_sorted.bed	human_dotplot_filtered_0.5_sorted.bed	human_dotplot_filtered_0.6_sorted.bed	human_dotplot_filtered_0.7_sorted.bed	human_dotplot_filtered_0.8_sorted.bed	human_dotplot_filtered_0.9_sorted.bed	human_dotplot_processed_sorted.bed	human_flps2_filtered_0.1_sorted.bed	human_flps2_filtered_0.2_sorted.bed	human_flps2_filtered_0.3_sorted.bed	human_flps2_filtered_0.4_sorted.bed	human_flps2_filtered_0.5_sorted.bed	human_flps2_filtered_0.6_sorted.bed	human_flps2_filtered_0.7_sorted.bed	human_flps2_filtered_0.8_sorted.bed	human_flps2_filtered_0.9_sorted.bed	human_flps2_processed_sorted.bed	human_flps2_strict_filtered_0.1_sorted.bed	human_flps2_strict_filtered_0.2_sorted.bed	human_flps2_strict_filtered_0.3_sorted.bed	human_flps2_strict_filtered_0.4_sorted.bed	human_flps2_strict_filtered_0.5_sorted.bed	human_flps2_strict_filtered_0.6_sorted.bed	human_flps2_strict_filtered_0.7_sorted.bed	human_flps2_strict_filtered_0.8_sorted.bed	human_flps2_strict_filtered_0.9_sorted.bed	human_flps2_strict_processed_sorted.bed	human_flps_filtered_0.1_sorted.bed	human_flps_filtered_0.2_sorted.bed	human_flps_filtered_0.3_sorted.bed	human_flps_filtered_0.4_sorted.bed	human_flps_filtered_0.5_sorted.bed	human_flps_filtered_0.6_sorted.bed	human_flps_filtered_0.7_sorted.bed	human_flps_filtered_0.8_sorted.bed	human_flps_filtered_0.9_sorted.bed	human_flps_processed_sorted.bed	human_flps_strict_filtered_0.1_sorted.bed	human_flps_strict_filtered_0.2_sorted.bed	human_flps_strict_filtered_0.3_sorted.bed	human_flps_strict_filtered_0.4_sorted.bed	human_flps_strict_filtered_0.5_sorted.bed	human_flps_strict_filtered_0.6_sorted.bed	human_flps_strict_filtered_0.7_sorted.bed	human_flps_strict_filtered_0.8_sorted.bed	human_flps_strict_filtered_0.9_sorted.bed	human_flps_strict_processed_sorted.bed	human_lcrfinder_filtered_0.1_sorted.bed	human_lcrfinder_filtered_0.2_sorted.bed	human_lcrfinder_filtered_0.3_sorted.bed	human_lcrfinder_filtered_0.4_sorted.bed	human_lcrfinder_filtered_0.5_sorted.bed	human_lcrfinder_filtered_0.6_sorted.bed	human_lcrfinder_filtered_0.7_sorted.bed	human_lcrfinder_filtered_0.8_sorted.bed	human_lcrfinder_filtered_0.9_sorted.bed	human_lcrfinder_processed_sorted.bed	human_seg_filtered_0.1_sorted.bed	human_seg_filtered_0.2_sorted.bed	human_seg_filtered_0.3_sorted.bed	human_seg_filtered_0.4_sorted.bed	human_seg_filtered_0.5_sorted.bed	human_seg_filtered_0.6_sorted.bed	human_seg_filtered_0.7_sorted.bed	human_seg_filtered_0.8_sorted.bed	human_seg_filtered_0.9_sorted.bed	human_seg_intermediate_filtered_0.1_sorted.bed	human_seg_intermediate_filtered_0.2_sorted.bed	human_seg_intermediate_filtered_0.3_sorted.bed	human_seg_intermediate_filtered_0.4_sorted.bed	human_seg_intermediate_filtered_0.5_sorted.bed	human_seg_intermediate_filtered_0.6_sorted.bed	human_seg_intermediate_filtered_0.7_sorted.bed	human_seg_intermediate_filtered_0.8_sorted.bed	human_seg_intermediate_filtered_0.9_sorted.bed	human_seg_intermediate_processed_sorted.bed	human_seg_processed_sorted.bed	human_seg_strict_filtered_0.1_sorted.bed	human_seg_strict_filtered_0.2_sorted.bed	human_seg_strict_filtered_0.3_sorted.bed	human_seg_strict_filtered_0.4_sorted.bed	human_seg_strict_filtered_0.5_sorted.bed	human_seg_strict_filtered_0.6_sorted.bed	human_seg_strict_filtered_0.7_sorted.bed	human_seg_strict_filtered_0.8_sorted.bed	human_seg_strict_filtered_0.9_sorted.bed	human_seg_strict_processed_sorted.bed	human_treks_filtered_0.1_sorted.bed	human_treks_filtered_0.2_sorted.bed	human_treks_filtered_0.3_sorted.bed	human_treks_filtered_0.4_sorted.bed	human_treks_filtered_0.5_sorted.bed	human_treks_filtered_0.6_sorted.bed	human_treks_filtered_0.7_sorted.bed	human_treks_filtered_0.8_sorted.bed	human_treks_filtered_0.9_sorted.bed	human_treks_processed_sorted.bed	human_xstream_filtered_0.1_sorted.bed	human_xstream_filtered_0.2_sorted.bed	human_xstream_filtered_0.3_sorted.bed	human_xstream_filtered_0.4_sorted.bed	human_xstream_filtered_0.5_sorted.bed	human_xstream_filtered_0.6_sorted.bed	human_xstream_filtered_0.7_sorted.bed	human_xstream_filtered_0.8_sorted.bed	human_xstream_filtered_0.9_sorted.bed	human_xstream_processed_sorted.bed
human_dotplot_filtered_0.6_sorted.bed	0.00989574	0.039729	0.126103	0.256237	0.348562	0.379507	0.258728	0.173343	0.0280548	0.0093724	0.0086569	0.0340901	0.114429	0.23478	0.336543	0.375212	0.259121	0.166774	0.0283078	0.00818843	0.0381144	0.0381371	0.0389449	0.0547567	0.184219	1	0.138611	0.0179489	0.00415002	0.0381144	0.00194196	0.00719015	0.0203965	0.0644821	0.157983	0.19277	0.180615	0.140087	0.0698431	0.00182596	0.00301495	0.0114607	0.0208166	0.0563641	0.107141	0.148167	0.119253	0.110774	0.0717643	0.00262276	0.00195958	0.00704804	0.0197537	0.0592816	0.18162	0.225039	0.202999	0.15375	0.074831	0.00184732	0.00318226	0.0120283	0.0210289	0.056703	0.109543	0.152728	0.124309	0.115491	0.0760547	0.00282232	0.0432925	0.0433124	0.0441004	0.0500061	0.064174	0.0823504	0.0922653	0.108138	0.0747218	0.0432925	0.0156089	0.0156798	0.0197536	0.0457843	0.137616	0.240042	0.174065	0.130085	0.0796118	0.0665992	0.0666381	0.0709681	0.110042	0.237976	0.367179	0.238859	0.155865	0.0838152	0.0665992	0.0156089	0.227491	0.227491	0.227491	0.230829	0.274856	0.372567	0.29804	0.195319	0.101883	0.227491	0.0239487	0.0381715	0.055273	0.105437	0.201648	0.304517	0.230474	0.201183	0.185725	0.0236166	0.0043964	0.0132067	0.0201415	0.0300249	0.0318372	0.0318372	0	0	0	0.00431528
human_dotplot_filtered_0.7_sorted.bed	0.00185152	0.00770956	0.0269305	0.0645897	0.100882	0.118515	0.173141	0.279602	0.1289	0.00175214	0.00146526	0.0059208	0.0214205	0.0498053	0.0810035	0.0989483	0.160483	0.278834	0.161511	0.00138343	0.00528307	0.00528621	0.00539818	0.00758987	0.0255347	0.138611	1	0.129491	0.0299401	0.00528307	0.000273395	0.00104592	0.00287825	0.00992249	0.0273162	0.0576776	0.1065	0.157255	0.126785	0.000255695	0.000433755	0.00163692	0.00298469	0.00849893	0.0171822	0.0271176	0.0436339	0.0623868	0.0545478	0.000376074	0.000274757	0.00101815	0.00276883	0.00899258	0.0318912	0.0710573	0.12962	0.215211	0.167578	0.00025855	0.000457489	0.00172385	0.0030273	0.00858807	0.0177172	0.0278549	0.0461271	0.0665799	0.0613549	0.000404632	0.00738539	0.00738886	0.00752771	0.00856234	0.0110719	0.0143966	0.0233051	0.0394109	0.0285893	0.00738539	0.00220333	0.00221336	0.00280685	0.00651286	0.0214695	0.0476096	0.0837262	0.107564	0.101283	0.00982864	0.00983445	0.010515	0.0162913	0.0382235	0.0802729	0.165501	0.185222	0.14616	0.00982864	0.00220333	0.0369487	0.0369487	0.0369487	0.0375322	0.045351	0.064972	0.140597	0.221114	0.158782	0.0369487	0.00391619	0.00632112	0.00928105	0.0184548	0.0387011	0.0670932	0.120366	0.133346	0.129757	0.00386092	0	0	0	0	0	0	0	0	0	0
human_dotplot_filtered_0.8_sorted.bed	0.000219716	0.00091737	0.00323732	0.00790468	0.0125651	0.0148896	0.0225374	0.0438315	0.20875	0.000207912	0.000169605	0.000688172	0.00252572	0.00600244	0.00993378	0.0122582	0.0208446	0.0435177	0.270042	0.000160125	0.000684109	0.000684517	0.000699015	0.000982821	0.00330651	0.0179489	0.129491	1	0.231214	0.000684109	0.0000354592	0.000149056	0.000397703	0.00140016	0.00394676	0.00871388	0.0128735	0.0274556	0.0514548	0.0000331635	0.0000570517	0.000222299	0.000390409	0.00112217	0.00229807	0.00383497	0.00651548	0.0116981	0.018876	0.0000492769	0.0000357298	0.00014448	0.000376298	0.0012511	0.00454973	0.0106306	0.0155755	0.0389178	0.0762943	0.0000335337	0.0000603577	0.000233496	0.000395919	0.00113575	0.00236313	0.00392805	0.00689005	0.012511	0.0215315	0.0000531806	0.00107932	0.00107982	0.00110016	0.00125173	0.00159199	0.00207711	0.00342781	0.00607903	0.0076746	0.00107932	0.000293552	0.000294889	0.000373994	0.0008579	0.00284433	0.00657865	0.0144842	0.0287805	0.0381862	0.00128438	0.00128515	0.00137422	0.00216526	0.00510734	0.0111942	0.0267017	0.050583	0.0656773	0.00128438	0.000293552	0.00506186	0.00506186	0.00506186	0.00514242	0.00622389	0.0089535	0.0201916	0.044949	0.0604124	0.00506186	0.000629379	0.00101718	0.00149585	0.00298908	0.00633722	0.011291	0.0216319	0.0288747	0.0310042	0.000620479	0	0	0	0	0	0	0	0	0	0
human_dotplot_filtered_0.9_sorted.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158176	0.00015827	0.000161622	0.000227242	0.000764511	0.00415002	0.0299401	0.231214	1	0.000158176	0.00000811964	0.0000352559	0.000118129	0.000416011	0.00117353	0.00259467	0.00549833	0.0118743	0.0255829	0.00000759395	0.000013064	0.0000562885	0.000104204	0.000299554	0.000637318	0.00106389	0.00180853	0.00325063	0.00563762	0.0000112837	0.00000818161	0.0000341736	0.00011177	0.000371705	0.00135306	0.00316722	0.00666779	0.0170002	0.0390123	0.00000767874	0.000013821	0.0000591239	0.000105319	0.000302158	0.000655368	0.00108973	0.00191265	0.00347711	0.00643585	0.0000121776	0.000280666	0.000280799	0.000286087	0.000325509	0.000422478	0.000551264	0.00090995	0.0016369	0.00222178	0.000280666	0.0000750752	0.0000754171	0.0000956491	0.000226867	0.000752416	0.00174134	0.00383896	0.00764631	0.0146865	0.000339672	0.000339874	0.000363436	0.000572717	0.00135156	0.00296533	0.00709155	0.0134878	0.0257341	0.000339672	0.0000750752	0.00133952	0.00133952	0.00133952	0.00136085	0.00164734	0.00237089	0.00535678	0.0119742	0.0235863	0.00133952	0.000180514	0.000291771	0.000429128	0.00085784	0.00182035	0.00324756	0.006239	0.00834403	0.00896449	0.000177961	0	0	0	0	0	0	0	0	0	0
human_dotplot_processed_sorted.bed	0.0344061	0.0534505	0.0569385	0.044033	0.0318588	0.0269412	0.0177058	0.00896856	0.00122784	0.0335634	0.0357438	0.0620301	0.0707552	0.0552971	0.0376974	0.0306419	0.0179075	0.0084189	0.0011013	0.0346432	1	0.999405	0.978676	0.696068	0.206898	0.0381144	0.00528307	0.000684109	0.000158176	1	0.0499566	0.143226	0.241959	0.217948	0.118756	0.0572586	0.0275998	0.0128439	0.00579735	0.0473198	0.0700455	0.223891	0.320252	0.316427	0.206017	0.128808	0.0742547	0.0424436	0.0222211	0.0621005	0.0503696	0.144199	0.24291	0.223296	0.103966	0.0478566	0.02326	0.00918605	0.00400184	0.0477797	0.0733785	0.232981	0.325141	0.320953	0.20698	0.130635	0.0746417	0.0424651	0.0218759	0.0660925	0.2557	0.255714	0.255539	0.250375	0.20953	0.167457	0.122373	0.0736852	0.0495236	0.2557	0.370672	0.371117	0.393233	0.358083	0.178824	0.0841106	0.038026	0.0194196	0.00991985	0.313429	0.313235	0.300466	0.215141	0.105037	0.0508033	0.0216826	0.0114302	0.00598892	0.313429	0.370672	0.113895	0.113895	0.113895	0.112111	0.0927068	0.0646354	0.0287229	0.0128755	0.00653463	0.113895	0.125004	0.154676	0.168937	0.141612	0.0820917	0.0473476	0.0247149	0.0184789	0.0171996	0.124081	0.00924684	0.00902851	0.00753061	0.00269446	0.00127131	0.00127131	0	0	0	0.00922263
human_flps2_filtered_0.1_sorted.bed	0.0823567	0.0210785	0.00633592	0.00263452	0.00165671	0.00139626	0.0009169	0.000465697	0.0000638266	0.085481	0.0984835	0.0260565	0.00757561	0.00324737	0.00196031	0.00158671	0.000927075	0.00043661	0.0000572486	0.102433	0.0499566	0.0499268	0.0488825	0.0348608	0.0104074	0.00194196	0.000273395	0.0000354592	0.00000811964	0.0499566	1	0.230306	0.0687354	0.0195178	0.00691886	0.00312925	0.00147664	0.000683695	0.000317283	0.935257	0.61911	0.143688	0.0776363	0.0269904	0.0126648	0.00758235	0.00445207	0.00246954	0.00141648	0.662163	0.930597	0.233191	0.0714387	0.0215139	0.00596392	0.00254984	0.00121342	0.000477106	0.000207822	0.898374	0.58481	0.136779	0.076813	0.0267679	0.0123325	0.00740716	0.00421644	0.00231621	0.00124722	0.621483	0.0283385	0.028325	0.0277994	0.0244275	0.0188043	0.0143993	0.00873154	0.00484161	0.00355405	0.0283385	0.103701	0.103229	0.0816492	0.0347217	0.0105246	0.00455748	0.00206883	0.00104044	0.000541444	0.0234672	0.0234532	0.0219285	0.0139122	0.00590354	0.00269065	0.00112575	0.000592116	0.000310396	0.0234672	0.103701	0.00596732	0.00596732	0.00596732	0.00587349	0.00485126	0.00337064	0.00149319	0.000668894	0.00033938	0.00596732	0.0438655	0.0272629	0.0186107	0.00932901	0.00439856	0.00246683	0.00128424	0.000960482	0.000894086	0.0443161	0.0130212	0.00307313	0.00122021	0.000187163	0.0000673211	0.0000673211	0	0	0	0.0132604
human_flps2_filtered_0.2_sorted.bed	0.0647983	0.0454226	0.0225876	0.010717	0.00673421	0.005673	0.00366137	0.00188884	0.000272228	0.0654145	0.0728757	0.0560317	0.0269456	0.0130463	0.00788852	0.00638461	0.00368539	0.0017554	0.000238756	0.0730463	0.143226	0.143194	0.140223	0.103372	0.0339191	0.00719015	0.00104592	0.000149056	0.0000352559	0.143226	0.230306	1	0.298452	0.0847471	0.030042	0.0135874	0.00641166	0.00296864	0.00137766	0.215395	0.238204	0.357723	0.237461	0.09152	0.0440717	0.0264872	0.0154177	0.00869053	0.0048111	0.221744	0.228637	0.816368	0.278761	0.0860089	0.0249311	0.0106493	0.00509596	0.00205462	0.000895225	0.215657	0.242115	0.355559	0.239251	0.0918761	0.043496	0.0261482	0.0150031	0.00833538	0.00442242	0.227775	0.0787428	0.0787264	0.077571	0.0691536	0.0537355	0.0411181	0.0268692	0.0156014	0.0109766	0.0787428	0.249641	0.249004	0.212484	0.103309	0.0351471	0.0158334	0.00725816	0.00381868	0.00201512	0.0863919	0.0863344	0.0811533	0.0513956	0.0222828	0.0104145	0.00438193	0.00238802	0.00126196	0.0863919	0.249641	0.0238406	0.0238406	0.0238406	0.0234518	0.0192958	0.0134049	0.0058837	0.00275177	0.00139182	0.0238406	0.0878592	0.0911779	0.0694135	0.0364929	0.017632	0.0100268	0.00524559	0.00395137	0.00368508	0.0876787	0.0145243	0.0131267	0.0052982	0.000812671	0.000292312	0.000292312	0	0	0	0.0145111
human_flps2_filtered_0.3_sorted.bed	0.0466914	0.0617861	0.0566202	0.0312132	0.0197979	0.0166869	0.010408	0.00531553	0.000754998	0.0461039	0.0485996	0.0711031	0.0680344	0.0373884	0.0229502	0.0186895	0.0103145	0.00481642	0.000690733	0.0476955	0.241959	0.241926	0.238734	0.198051	0.0833766	0.0203965	0.00287825	0.000397703	0.000118129	0.241959	0.0687354	0.298452	1	0.283955	0.100659	0.0455261	0.021483	0.00994677	0.00461601	0.0642852	0.0850126	0.256482	0.372531	0.215044	0.115898	0.071062	0.0409275	0.0232446	0.0126152	0.076536	0.0688714	0.273945	0.823744	0.274292	0.0820997	0.03501	0.0167282	0.00674697	0.00287504	0.0647513	0.0884468	0.266841	0.374931	0.216502	0.115561	0.0706271	0.0404174	0.0225984	0.0119211	0.0807614	0.13362	0.133634	0.133015	0.126094	0.105705	0.0843845	0.0603453	0.0376709	0.025401	0.13362	0.27069	0.270752	0.280036	0.200899	0.0875152	0.0427657	0.0189362	0.00982069	0.00531989	0.195879	0.195719	0.188928	0.13136	0.062055	0.0304191	0.0124109	0.00660784	0.00361535	0.195879	0.27069	0.0673483	0.0673483	0.0673483	0.0663382	0.0549307	0.0389347	0.0168619	0.00775134	0.00397068	0.0673483	0.122189	0.145932	0.151335	0.0964213	0.0498977	0.0296266	0.0152104	0.0113287	0.0105476	0.121451	0.0166966	0.0162978	0.0158414	0.00272295	0.000979425	0.000979425	0	0	0	0.01665
human_flps2_filtered_0.4_sorted.bed	0.0229148	0.0520417	0.0771879	0.0768774	0.0619039	0.053873	0.0328524	0.0174197	0.00254162	0.022066	0.0222764	0.0541959	0.0885238	0.0912549	0.0707584	0.0596565	0.0325884	0.0159969	0.00243167	0.0213702	0.217948	0.217971	0.216954	0.237404	0.186776	0.0644821	0.00992249	0.00140016	0.000416011	0.217948	0.0195178	0.0847471	0.283955	1	0.35449	0.160328	0.0756564	0.0350293	0.0162561	0.0182541	0.0269829	0.100872	0.176748	0.425162	0.282261	0.182983	0.108454	0.0646758	0.0342886	0.0237793	0.0196024	0.0799038	0.253686	0.765118	0.282758	0.121523	0.0580791	0.0235549	0.0101158	0.0184144	0.0283603	0.106357	0.179471	0.427717	0.285322	0.183396	0.108256	0.0637924	0.0334354	0.0254108	0.153135	0.15317	0.15431	0.160118	0.159975	0.149375	0.125023	0.0889009	0.0577426	0.153135	0.142728	0.143055	0.165407	0.251686	0.199363	0.116695	0.053567	0.0286759	0.0156874	0.259866	0.259711	0.257755	0.262282	0.173587	0.0953269	0.0400822	0.0216784	0.0117205	0.259866	0.142728	0.178505	0.178505	0.178505	0.177278	0.155579	0.119674	0.0531692	0.0254897	0.01312	0.178505	0.0833091	0.116165	0.14464	0.175809	0.138245	0.0917433	0.0481566	0.0357117	0.0334013	0.0824192	0.0066259	0.00637345	0.00685642	0.00519588	0.00344922	0.00344922	0	0	0	0.00659725
human_flps2_filtered_0.5_sorted.bed	0.0135638	0.0431073	0.095994	0.132656	0.141086	0.135849	0.0831168	0.04588	0.00683196	0.0129635	0.0129695	0.0420821	0.102512	0.146614	0.159739	0.147206	0.0806826	0.042152	0.00685338	0.0123378	0.118756	0.118791	0.11901	0.150218	0.242469	0.157983	0.0273162	0.00394676	0.00117353	0.118756	0.00691886	0.030042	0.100659	0.35449	1	0.452278	0.213423	0.0988161	0.0458577	0.00647091	0.010562	0.0433455	0.079367	0.221085	0.44406	0.320154	0.197674	0.128883	0.0699213	0.00919323	0.0069506	0.0286166	0.0923141	0.295092	0.751969	0.335268	0.162433	0.0662923	0.0284778	0.006528	0.0111279	0.0454464	0.0800832	0.221808	0.449608	0.32274	0.200579	0.129247	0.0698434	0.00987015	0.115497	0.115538	0.117187	0.129241	0.150921	0.165256	0.159533	0.136353	0.0866825	0.115497	0.0600638	0.0602667	0.0725636	0.142841	0.283179	0.229106	0.11215	0.0638012	0.035916	0.193857	0.193795	0.199965	0.2572	0.324049	0.232153	0.102129	0.055887	0.0302276	0.193857	0.0600638	0.298441	0.298441	0.298441	0.298696	0.303548	0.267617	0.131243	0.0658149	0.0334977	0.298441	0.0503364	0.0769805	0.10572	0.171617	0.230223	0.20926	0.119123	0.0894118	0.0840535	0.0496886	0.0037159	0.00693963	0.00834034	0.00956442	0.00973008	0.00973008	0	0	0	0.00366407
human_flps2_filtered_0.6_sorted.bed	0.0079879	0.0293175	0.0822285	0.136233	0.165063	0.167342	0.148315	0.0893747	0.0143333	0.0075904	0.00760077	0.0279887	0.0839553	0.144056	0.182583	0.181788	0.144782	0.0835181	0.0151272	0.00720077	0.0572586	0.057278	0.0574886	0.0736493	0.167763	0.19277	0.0576776	0.00871388	0.00259467	0.0572586	0.00312925	0.0135874	0.0455261	0.160328	0.452278	1	0.471885	0.218485	0.101393	0.00292665	0.00489983	0.0205116	0.0378526	0.108085	0.226376	0.369518	0.266977	0.192871	0.11298	0.00424997	0.00314295	0.0129039	0.041643	0.133948	0.388722	0.705821	0.352727	0.146123	0.0628478	0.00295173	0.00515155	0.021371	0.0379323	0.10789	0.229324	0.370067	0.273907	0.195848	0.11427	0.0045541	0.0710678	0.0711002	0.0722971	0.0809592	0.0999678	0.120761	0.142179	0.145642	0.0963722	0.0710678	0.0276496	0.0277476	0.0336188	0.0706086	0.180795	0.269394	0.182629	0.111613	0.0674728	0.102619	0.102622	0.106615	0.149665	0.252682	0.303593	0.189046	0.109284	0.0609806	0.102619	0.0276496	0.25629	0.25629	0.25629	0.257339	0.281725	0.310283	0.226161	0.126253	0.0676304	0.25629	0.0271611	0.0427936	0.060849	0.109456	0.186797	0.240479	0.20243	0.161064	0.152917	0.0267923	0.0040452	0.0106346	0.0148688	0.0195911	0.0203405	0.0203405	0	0	0	0.00397578
human_flps2_filtered_0.7_sorted.bed	0.00537047	0.0212025	0.0672557	0.134367	0.179645	0.193825	0.216271	0.147723	0.0237705	0.00508764	0.00489184	0.0188648	0.0633551	0.126088	0.177084	0.191703	0.206801	0.138308	0.0246481	0.00462453	0.0275998	0.027602	0.0276633	0.0354421	0.0853435	0.180615	0.1065	0.0128735	0.00549833	0.0275998	0.00147664	0.00641166	0.021483	0.0756564	0.213423	0.471885	1	0.463006	0.214867	0.00138104	0.00234285	0.00994021	0.0183636	0.0527051	0.111885	0.185024	0.31176	0.239272	0.157146	0.00202916	0.00148532	0.00613607	0.0197539	0.0643837	0.194908	0.408622	0.66006	0.304673	0.132679	0.00139442	0.00246668	0.0103629	0.0184188	0.0527322	0.113745	0.186885	0.323334	0.246588	0.163362	0.00217925	0.0407023	0.0407213	0.0414045	0.0466995	0.0584011	0.0716751	0.104168	0.126785	0.0903401	0.0407023	0.0132207	0.0132613	0.0161052	0.0347239	0.0967589	0.180021	0.255266	0.174788	0.119417	0.0513983	0.051374	0.0531343	0.0769913	0.14499	0.230827	0.309718	0.192048	0.118642	0.0513983	0.0132207	0.164034	0.164034	0.164034	0.165353	0.188064	0.23321	0.316853	0.214884	0.12776	0.164034	0.0149492	0.0239021	0.0346321	0.0657847	0.127103	0.198158	0.271089	0.244124	0.232685	0.0147415	0.000105994	0.000338968	0	0	0	0	0	0	0	0.00010398
human_flps2_filtered_0.8_sorted.bed	0.00343366	0.0140259	0.0477241	0.108284	0.15727	0.177232	0.228607	0.209252	0.0421264	0.00324981	0.00295635	0.0117728	0.0419082	0.0928582	0.140523	0.159958	0.217941	0.202734	0.0464509	0.00279154	0.0128439	0.0128515	0.0129252	0.0166686	0.0443179	0.140087	0.157255	0.0274556	0.0118743	0.0128439	0.000683695	0.00296864	0.00994677	0.0350293	0.0988161	0.218485	0.463006	1	0.464071	0.00063943	0.00109539	0.00469454	0.0086904	0.0249746	0.0531205	0.0886449	0.150574	0.270325	0.186427	0.000946542	0.000686632	0.00282328	0.0091201	0.0300676	0.0959691	0.209618	0.397205	0.643345	0.284192	0.000644819	0.00114905	0.00486257	0.00865027	0.0247919	0.0535846	0.0890103	0.155904	0.281345	0.197848	0.00101319	0.021521	0.0215311	0.0218946	0.0248093	0.0314268	0.0393885	0.0593869	0.0918724	0.0743285	0.021521	0.00617596	0.00619533	0.0076135	0.0167336	0.0497088	0.0996088	0.181719	0.251281	0.191453	0.0247111	0.0247256	0.0260229	0.0385334	0.0793755	0.145628	0.264617	0.322097	0.214223	0.0247111	0.00617596	0.0867854	0.0867854	0.0867854	0.0876522	0.102628	0.137315	0.244047	0.332928	0.225025	0.0867854	0.00869025	0.0139895	0.0204121	0.0401671	0.0823949	0.139735	0.240897	0.279124	0.278824	0.00856815	0.000112106	0.000410543	0	0	0	0	0	0	0	0.000109856
human_flps2_filtered_0.9_sorted.bed	0.00187108	0.00771775	0.0268687	0.0638768	0.094686	0.108944	0.146093	0.163995	0.0531099	0.00177068	0.00161586	0.00650097	0.0235697	0.0540932	0.0841044	0.0973034	0.140282	0.162	0.0816266	0.00152563	0.00579735	0.0058008	0.00579362	0.00738087	0.0191573	0.0698431	0.126785	0.0514548	0.0255829	0.00579735	0.000317283	0.00137766	0.00461601	0.0162561	0.0458577	0.101393	0.214867	0.464071	1	0.000296741	0.000510158	0.0021931	0.00405994	0.0116709	0.0248296	0.0414467	0.0704264	0.126563	0.219441	0.000440635	0.000317425	0.00128772	0.00410756	0.0134138	0.0440217	0.0967679	0.187972	0.36529	0.601692	0.000298304	0.000529568	0.00223606	0.00397222	0.0113778	0.0246658	0.0409889	0.0718339	0.130305	0.238291	0.000466906	0.0104753	0.0104803	0.010659	0.0120845	0.015461	0.019246	0.02954	0.0451119	0.0525852	0.0104753	0.00282454	0.00282867	0.00342867	0.0073731	0.0222058	0.0471545	0.094826	0.161262	0.262367	0.0113821	0.0113888	0.011852	0.0173183	0.0361659	0.0705205	0.146906	0.226726	0.336246	0.0113821	0.00282454	0.0411431	0.0411431	0.0411431	0.0415395	0.0484367	0.0650881	0.129199	0.230168	0.34767	0.0411431	0.00502066	0.00810456	0.0119009	0.0236724	0.0496801	0.0872077	0.160783	0.210142	0.220968	0.0049498	0.000115175	0.000454931	0	0	0	0	0	0	0	0.000112801
human_flps2_processed_sorted.bed	0.0813957	0.0203443	0.00597064	0.00247013	0.00155243	0.00130866	0.000859558	0.000435931	0.0000596943	0.0851583	0.0982302	0.0253123	0.00715803	0.0030461	0.00183859	0.0014886	0.000868978	0.000409016	0.0000535422	0.103073	0.0473198	0.0472919	0.0463017	0.0329836	0.00982643	0.00182596	0.000255695	0.0000331635	0.00000759395	0.0473198	0.935257	0.215395	0.0642852	0.0182541	0.00647091	0.00292665	0.00138104	0.00063943	0.000296741	1	0.581133	0.134806	0.0727953	0.0253136	0.0118921	0.00711935	0.00418295	0.00232266	0.00133527	0.672838	0.893832	0.219692	0.0672109	0.0202203	0.00559066	0.00238938	0.00113582	0.000446505	0.000194463	0.946186	0.549239	0.128295	0.071997	0.0250882	0.0115651	0.00695065	0.0039563	0.00217377	0.00117148	0.62333	0.026636	0.0266234	0.0261315	0.0229647	0.0176894	0.0135554	0.0082093	0.00455926	0.00335415	0.026636	0.0980527	0.0976089	0.0771242	0.0326912	0.0098921	0.00427749	0.0019396	0.000974712	0.000507159	0.0219996	0.0219866	0.0205579	0.0130463	0.0055311	0.00252079	0.00105431	0.000554647	0.0002903	0.0219996	0.0980527	0.00558727	0.00558727	0.00558727	0.00549951	0.0045421	0.00315541	0.00139748	0.000625588	0.000317408	0.00558727	0.0413707	0.0255785	0.0174298	0.00873163	0.00411533	0.0023075	0.00120129	0.000898394	0.0008362	0.0419648	0.012219	0.00287417	0.00114121	0.000175045	0.0000629625	0.0000629625	0	0	0	0.0124825
